"","Rk","Season","Conf","W","L","W-L%","SRS","SOS","PFPG","PAPG","AP Pre","AP High","AP Final","NCAA Tournament","Coach(es)","team_name","missing"
"21904","78","1939","Ind","13","8",".619","","","","","","","","","William Reinhart (13-8)","george-washington",FALSE
"21905","79","1938","Ind","13","4",".765","","","","","","","","","William Reinhart (13-4)","george-washington",FALSE
"21906","80","1937","Ind","16","4",".800","","","","","","","","","William Reinhart (16-4)","george-washington",FALSE
"21907","81","1936","Ind","16","3",".842","","","","","","","","","William Reinhart (16-3)","george-washington",FALSE
"21908","82","1935","Ind","14","6",".700","","","","","","","","","James Pixlee (14-6)","george-washington",FALSE
"21909","83","1934","Ind","11","4",".733","","","","","","","","","Ted O'Leary (11-4)","george-washington",FALSE
"21910","84","1933","Ind","15","5",".750","","","","","","","","","Ted O'Leary (15-5)","george-washington",FALSE
"21911","85","1932","Ind","11","4",".733","","","","","","","","","James Pixlee (11-4)","george-washington",FALSE
"21912","86","1931","Ind","11","5",".688","","","","","","","","","James Pixlee (11-5)","george-washington",FALSE
"21913","87","1930","Ind","9","7",".563","","","","","","","","","Joe Mitchell (9-7)","george-washington",FALSE
"21914","88","1929","Ind","2","8",".200","","","","","","","","","Maud Crum (2-8)","george-washington",FALSE
"21915","89","1928","Ind","11","6",".647","","","","","","","","","Maud Crum (11-6)","george-washington",FALSE
"21916","90","1927","Ind","8","7",".533","","","","","","","","","James Lemon (8-7)","george-washington",FALSE
"21917","91","1926","Ind","5","9",".357","","","","","","","","","James Lemon (5-9)","george-washington",FALSE
"21918","92","1925","Ind","7","5",".583","","","","","","","","","Jack Dailey (7-5)","george-washington",FALSE
"21919","93","1924","Ind","1","9",".100","","","","","","","","","Jack Dailey (1-9)","george-washington",FALSE
"21920","94","1923","Ind","4","11",".267","","","","","","","","","Bryan Morse (4-11)","george-washington",FALSE
"21921","95","1922","Ind","8","6",".571","","","","","","","","","Bryan Morse (8-6)","george-washington",FALSE
"21922","96","1921","Ind","4","10",".286","","","","","","","","","Bryan Morse (4-10)","george-washington",FALSE
"21923","97","1917","Ind","7","8",".467","","","","","","","","","George Colliflower (7-8)","george-washington",FALSE
"21924","98","1916","Ind","2","10",".167","","","","","","","","","George Colliflower (2-10)","george-washington",FALSE
"21925","99","1915","Ind","5","9",".357","","","","","","","","","Nathan Dougherty (5-9)","george-washington",FALSE
"21926","100","1914","Ind","3","11",".214","","","","","","","","","Slitz Schlosser (3-11)","george-washington",FALSE
"21927","101","1913","Ind","1","6",".143","","","","","","","","","Slitz Schlosser (1-6)","george-washington",FALSE
"21928","1","2018","A-10","6","11",".353","-5.46","0.54","62.2","68.2","","","","","Jeff Neubauer (6-11)","fordham",FALSE
"21929","2","2017","A-10","13","19",".406","-1.97","1.36","65.3","67.7","","","","","Jeff Neubauer (13-19)","fordham",FALSE
"21930","3","2016","A-10","17","14",".548","1.87","-0.09","71.2","68.6","","","","","Jeff Neubauer (17-14)","fordham",FALSE
"21931","4","2015","A-10","10","21",".323","-2.15","2.72","65.0","69.2","","","","","Tom Pecora (10-21)","fordham",FALSE
"21932","5","2014","A-10","10","21",".323","-3.16","3.14","71.7","78.0","","","","","Tom Pecora (10-21)","fordham",FALSE
"21933","6","2013","A-10","7","24",".226","-6.90","4.59","64.4","75.9","","","","","Tom Pecora (7-24)","fordham",FALSE
"21934","7","2012","A-10","10","19",".345","-7.63","1.92","62.0","71.5","","","","","Tom Pecora (10-19)","fordham",FALSE
"21935","8","2011","A-10","7","21",".250","-8.77","1.01","64.1","73.9","","","","","Tom Pecora (7-21)","fordham",FALSE
"21936","9","2010","A-10","2","26",".071","-13.18","2.08","64.0","79.3","","","","","Dereck Whittenburg (1-4), Jared Grasso (1-22)","fordham",FALSE
"21937","10","2009","A-10","3","25",".107","-14.14","1.08","61.4","76.6","","","","","Dereck Whittenburg (3-25)","fordham",FALSE
"21938","11","2008","A-10","12","17",".414","-0.16","4.32","64.8","67.1","","","","","Dereck Whittenburg (12-17)","fordham",FALSE
"21939","12","2007","A-10","18","12",".600","1.21","-0.10","65.5","64.2","","","","","Dereck Whittenburg (18-12)","fordham",FALSE
"21940","13","2006","A-10","16","16",".500","1.58","1.24","67.8","67.4","","","","","Dereck Whittenburg (16-16)","fordham",FALSE
"21941","14","2005","A-10","13","16",".448","-1.79","-0.34","63.1","64.5","","","","","Dereck Whittenburg (13-16)","fordham",FALSE
"21942","15","2004","A-10","6","22",".214","-8.22","3.89","62.0","74.1","","","","","Dereck Whittenburg (6-22)","fordham",FALSE
"21943","16","2003","A-10","2","26",".071","-9.48","4.03","64.6","78.1","","","","","Bob Hill (2-26)","fordham",FALSE
"21944","17","2002","A-10","8","20",".286","-4.35","3.47","70.7","78.5","","","","","Bob Hill (8-20)","fordham",FALSE
"21945","18","2001","A-10","12","17",".414","0.60","5.32","74.1","78.9","","","","","Bob Hill (12-17)","fordham",FALSE
"21946","19","2000","A-10","14","15",".483","1.71","2.82","75.5","76.6","","","","","Bob Hill (14-15)","fordham",FALSE
"21947","20","1999","A-10","12","15",".444","-1.59","1.93","66.1","69.6","","","","","Nick Macarchuk (12-15)","fordham",FALSE
"21948","21","1998","A-10","6","21",".222","-3.38","3.73","65.3","72.4","","","","","Nick Macarchuk (6-21)","fordham",FALSE
"21949","22","1997","A-10","6","21",".222","-5.82","3.81","61.6","71.3","","","","","Nick Macarchuk (6-21)","fordham",FALSE
"21950","23","1996","A-10","4","23",".148","-9.65","1.72","60.3","71.7","","","","","Nick Macarchuk (4-23)","fordham",FALSE
"21951","24","1995","Patriot","11","17",".393","-10.71","-7.40","65.8","68.0","","","","","Nick Macarchuk (11-17)","fordham",FALSE
"21952","25","1994","Patriot","12","15",".444","-10.60","-7.14","71.2","73.7","","","","","Nick Macarchuk (12-15)","fordham",FALSE
"21953","26","1993","Patriot","15","16",".484","-7.93","-3.96","65.4","68.7","","","","","Nick Macarchuk (15-16)","fordham",FALSE
"21954","27","1992","Patriot","18","13",".581","0.73","-2.60","71.1","67.8","","","","Lost First Round","Nick Macarchuk (18-13)","fordham",FALSE
"21955","28","1991","Patriot","25","8",".758","2.34","-1.54","75.5","70.5","","","","","Nick Macarchuk (25-8)","fordham",FALSE
"21956","29","1990","MAAC","20","13",".606","1.79","-2.69","74.9","70.5","","","","","Nick Macarchuk (20-13)","fordham",FALSE
"21957","30","1989","MAAC","14","15",".483","-2.46","-1.36","67.8","67.2","","","","","Nick Macarchuk (14-15)","fordham",FALSE
"21958","31","1988","MAAC","18","15",".545","-0.77","-2.51","69.3","66.2","","","","","Nick Macarchuk (18-15)","fordham",FALSE
"21959","32","1987","MAAC","14","16",".467","-2.58","-2.48","77.3","77.1","","","","","Bob Quinn (14-16)","fordham",FALSE
"21960","33","1986","MAAC","13","17",".433","-4.88","-4.33","61.3","62.6","","","","","Thomas Penders (13-17)","fordham",FALSE
"21961","34","1985","MAAC","19","12",".613","0.62","-2.74","66.9","63.6","","","","","Thomas Penders (19-12)","fordham",FALSE
"21962","35","1984","MAAC","19","15",".559","0.37","-0.87","67.2","66.0","","","","","Thomas Penders (19-15)","fordham",FALSE
"21963","36","1983","MAAC","19","11",".633","1.27","0.23","63.4","62.3","","","","","Thomas Penders (19-11)","fordham",FALSE
"21964","37","1982","MAAC","18","11",".621","3.33","-1.03","64.3","58.8","","","","","Thomas Penders (18-11)","fordham",FALSE
"21965","38","1981","ECACM","19","9",".679","1.65","-2.16","67.9","63.3","","","","","Thomas Penders (19-9)","fordham",FALSE
"21966","39","1980","ECACM","11","17",".393","-5.89","-2.67","65.3","67.9","","","","","Thomas Penders (11-17)","fordham",FALSE
"21967","40","1979","NJNY7","7","22",".241","-8.79","-0.33","66.9","71.2","","","","","Thomas Penders (7-22)","fordham",FALSE
"21968","41","1978","NJNY7","8","18",".308","-12.99","0.55","71.3","82.8","","","","","Dick Stewart (8-18)","fordham",FALSE
"21969","42","1977","NJNY7","5","21",".192","-11.62","0.18","62.2","75.1","","","","","Dick Stewart (5-21)","fordham",FALSE
"21970","43","1976","Ind","7","19",".269","-10.22","-0.62","63.1","72.7","","","","","Hal Wissel (7-19)","fordham",FALSE
"21971","44","1975","Ind","12","13",".480","-2.08","1.67","69.9","73.2","","","","","Hal Wissel (12-13)","fordham",FALSE
"21972","45","1974","Ind","8","17",".320","-4.88","2.41","68.9","75.4","","","","","Hal Wissel (8-17)","fordham",FALSE
"21973","46","1973","Ind","12","16",".429","-2.09","0.65","74.4","75.6","","","","","Hal Wissel (12-16)","fordham",FALSE
"21974","47","1972","Ind","18","9",".667","3.42","0.69","81.7","78.4","","","","","Hal Wissel (18-9)","fordham",FALSE
"21975","48","1971","Ind","26","3",".897","12.25","0.80","86.8","73.7","","9","9","Lost Regional Semifinal","Digger Phelps (26-3)","fordham",FALSE
"21976","49","1970","Ind","10","15",".400","-3.39","-1.18","70.9","73.4","","","","","Edward Conlin (10-15)","fordham",FALSE
"21977","50","1969","Ind","17","9",".654","0.15","-3.06","69.4","65.6","","","","","Edward Conlin (17-9)","fordham",FALSE
"21978","51","1968","Ind","19","8",".704","2.74","-2.83","76.0","70.0","","","","","John Bach (19-8)","fordham",FALSE
"21979","52","1967","Ind","14","11",".560","-1.16","0.28","67.5","68.2","","","","","John Bach (14-11)","fordham",FALSE
"21980","53","1966","Ind","10","15",".400","-3.35","-2.90","70.4","71.2","","","","","John Bach (10-15)","fordham",FALSE
"21981","54","1965","Ind","15","12",".556","-2.34","-4.00","70.4","66.1","","","","","John Bach (15-12)","fordham",FALSE
"21982","55","1964","Ind","9","11",".450","-8.92","-5.75","66.1","68.0","","","","","John Bach (9-11)","fordham",FALSE
"21983","56","1963","Metro NY","18","8",".692","1.06","-4.05","69.0","61.0","","","","","John Bach (18-8)","fordham",FALSE
"21984","57","1962","Metro NY","10","14",".417","-4.93","-4.09","68.0","66.1","","","","","John Bach (10-14)","fordham",FALSE
"21985","58","1961","Metro NY","7","16",".304","-9.97","-3.82","65.5","69.6","","","","","John Bach (7-16)","fordham",FALSE
"21986","59","1960","Metro NY","8","18",".308","-13.31","-2.46","68.3","73.0","","","","","John Bach (8-18)","fordham",FALSE
"21987","60","1959","Metro NY","17","8",".680","2.01","-2.62","","","","","","","John Bach (17-8)","fordham",FALSE
"21988","61","1958","Metro NY","15","9",".625","4.47","-2.05","","","","","","","John Bach (15-9)","fordham",FALSE
"21989","62","1957","Metro NY","16","10",".615","-1.58","-1.54","","","","","","","John Bach (16-10)","fordham",FALSE
"21990","63","1956","Metro NY","11","14",".440","-1.91","-1.87","","","","","","","John Bach (11-14)","fordham",FALSE
"21991","64","1955","Metro NY","18","9",".667","2.34","0.63","","","","","","","John Bach (18-9)","fordham",FALSE
"21992","65","1954","Metro NY","18","6",".750","10.74","2.27","68.0","57.5","","7","","Lost First Round","John Bach (18-6)","fordham",FALSE
"21993","66","1953","Metro NY","18","8",".692","7.13","1.68","70.5","62.6","","7","","Lost First Round","John Bach (18-8)","fordham",FALSE
"21994","67","1952","Metro NY","20","8",".714","2.72","1.37","","","","20","","","John Bach (20-8)","fordham",FALSE
"21995","68","1951","Metro NY","19","8",".704","2.60","2.05","","","","","","","John Bach (19-8)","fordham",FALSE
"21996","69","1950","Metro NY","15","12",".556","1.32","2.43","","","","","","","John Bach (15-12)","fordham",FALSE
"21997","70","1949","Metro NY","9","16",".360","","","","","","","","","Frank Adams (9-16)","fordham",FALSE
"21998","71","1948","Metro NY","17","6",".739","","","","","","","","","Frank Adams (17-6)","fordham",FALSE
"21999","72","1947","Metro NY","19","5",".792","","","","","","","","","Frank Adams (19-5)","fordham",FALSE
"22000","73","1946","Metro NY","4","17",".190","","","","","","","","","Frank Adams (4-17)","fordham",FALSE
"22001","74","1945","Ind","5","15",".250","","","","","","","","","Frank Adams (5-15)","fordham",FALSE
"22002","75","1943","Metro NY","16","6",".727","","","","","","","","","Edward Kelleher (16-6)","fordham",FALSE
"22003","76","1942","Ind","12","7",".632","","","","","","","","","Edward Kelleher (12-7)","fordham",FALSE
"22004","77","1941","Ind","12","9",".571","","","","","","","","","Edward Kelleher (12-9)","fordham",FALSE
"22005","78","1940","Ind","11","8",".579","","","","","","","","","Edward Kelleher (11-8)","fordham",FALSE
"22006","79","1939","Metro NY","10","8",".556","","","","","","","","","Edward Kelleher (10-8)","fordham",FALSE
"22007","80","1938","Metro NY","10","10",".500","","","","","","","","","Vincent Cavanaugh (10-10)","fordham",FALSE
"22008","81","1937","Metro NY","13","3",".813","","","","","","","","","Vincent Cavanaugh (13-3)","fordham",FALSE
"22009","82","1936","Metro NY","10","5",".667","","","","","","","","","Vincent Cavanaugh (10-5)","fordham",FALSE
"22010","83","1935","Ind","7","9",".438","","","","","","","","","Vincent Cavanaugh (7-9)","fordham",FALSE
"22011","84","1934","Metro NY","11","5",".688","","","","","","","","","Edward Kelleher (11-5)","fordham",FALSE
"22012","85","1933","Ind","7","11",".389","","","","","","","","","Edward Kelleher (7-11)","fordham",FALSE
"22013","86","1932","Ind","10","8",".556","","","","","","","","","Edward Kelleher (10-8)","fordham",FALSE
"22014","87","1931","Ind","14","5",".737","","","","","","","","","Edward Kelleher (14-5)","fordham",FALSE
"22015","88","1930","Ind","13","5",".722","","","","","","","","","Edward Kelleher (13-5)","fordham",FALSE
"22016","89","1929","Ind","18","2",".900","","","","","","","","","Edward Kelleher (18-2)","fordham",FALSE
"22017","90","1928","Ind","16","4",".800","","","","","","","","","Edward Kelleher (16-4)","fordham",FALSE
"22018","91","1927","Ind","20","2",".909","","","","","","","","","Edward Kelleher (20-2)","fordham",FALSE
"22019","92","1926","Ind","18","4",".818","","","","","","","","","Edward Kelleher (18-4)","fordham",FALSE
"22020","93","1925","Ind","18","1",".947","","","","","","","","","Edward Kelleher (18-1)","fordham",FALSE
"22021","94","1924","Ind","12","8",".600","","","","","","","","","Edward Kelleher (12-8)","fordham",FALSE
"22022","95","1922","Ind","13","7",".650","","","","","","","","","Eli Butler (13-7)","fordham",FALSE
"22023","96","1921","Ind","15","9",".625","","","","","","","","","Orson Kinney (15-9)","fordham",FALSE
"22024","97","1920","Ind","12","9",".571","","","","","","","","","Arthur Devlin (12-9)","fordham",FALSE
"22025","98","1919","Ind","24","5",".828","","","","","","","","","Edward Siskind (24-5)","fordham",FALSE
"22026","99","1918","Ind","10","3",".769","","","","","","","","","Unknown","fordham",FALSE
"22027","100","1917","Ind","8","3",".727","","","","","","","","","Unknown","fordham",FALSE
"22028","101","1916","Ind","10","4",".714","","","","","","","","","Unknown","fordham",FALSE
"22029","102","1915","Ind","17","15",".531","","","","","","","","","Alcott Neary (17-15)","fordham",FALSE
"22030","103","1914","Ind","20","8",".714","","","","","","","","","Clement Risacher (20-8)","fordham",FALSE
"22031","104","1913","Ind","18","13",".581","","","","","","","","","Clement Risacher (18-13)","fordham",FALSE
"22032","105","1912","Ind","17","13",".567","","","","","","","","","Clement Risacher (17-13)","fordham",FALSE
"22033","106","1911","Ind","12","4",".750","","","","","","","","","Unknown","fordham",FALSE
"22034","107","1910","Ind","16","2",".889","","","","","","","","","Edward Siskind (16-2)","fordham",FALSE
"22035","108","1909","Ind","13","12",".520","","","","","","","","","Chris Mahoney (13-12)","fordham",FALSE
"22036","109","1908","Ind","18","12",".600","","","","","","","","","Chris Mahoney (18-12)","fordham",FALSE
"22037","110","1907","Ind","16","9",".640","","","","","","","","","Frank O'Donnell (16-9)","fordham",FALSE
"22038","111","1906","Ind","14","2",".875","","","","","","","","","Loren Black (14-2)","fordham",FALSE
"22039","112","1905","Ind","18","6",".750","","","","","","","","","Harry Fisher (18-6)","fordham",FALSE
"22040","113","1904","Ind","19","5",".792","","","","","","","","","John McLaughlin (19-5)","fordham",FALSE
"22041","114","1903","Ind","15","6",".714","","","","","","","","","S.J. Mellyn (15-6)","fordham",FALSE
"22042","1","2018","MWC","13","4",".765","10.86","-2.14","88.2","75.2","","","","","Marvin Menzies (13-4)","nevada-las-vegas",FALSE
"22043","2","2017","MWC","11","21",".344","-3.75","2.59","68.8","75.2","","","","","Marvin Menzies (11-21)","nevada-las-vegas",FALSE
"22044","3","2016","MWC","18","15",".545","5.50","3.17","78.2","73.5","","","","","Dave Rice (9-7), Todd Simon (9-8)","nevada-las-vegas",FALSE
"22045","4","2015","MWC","18","15",".545","5.41","3.38","68.2","64.4","","","","","Dave Rice (18-15)","nevada-las-vegas",FALSE
"22046","5","2014","MWC","20","13",".606","8.55","2.76","71.4","65.6","","","","","Dave Rice (20-13)","nevada-las-vegas",FALSE
"22047","6","2013","MWC","25","10",".714","12.92","5.71","71.4","63.0","18","18","","Lost Second Round","Dave Rice (25-10)","nevada-las-vegas",FALSE
"22048","7","2012","MWC","26","9",".743","13.55","4.37","76.3","65.9","","11","23","Lost Second Round","Dave Rice (26-9)","nevada-las-vegas",FALSE
"22049","8","2011","MWC","24","9",".727","14.67","6.00","71.6","62.9","","20","","Lost Second Round","Lon Kruger (24-9)","nevada-las-vegas",FALSE
"22050","9","2010","MWC","25","9",".735","12.57","4.82","73.1","63.8","","18","","Lost First Round","Lon Kruger (25-9)","nevada-las-vegas",FALSE
"22051","10","2009","MWC","21","11",".656","8.68","4.34","68.8","64.4","","","","","Lon Kruger (21-11)","nevada-las-vegas",FALSE
"22052","11","2008","MWC","27","8",".771","10.23","4.02","69.7","62.3","","","","Lost Second Round","Lon Kruger (27-8)","nevada-las-vegas",FALSE
"22053","12","2007","MWC","30","7",".811","12.98","5.37","74.9","66.8","","19","19","Lost Regional Semifinal","Lon Kruger (30-7)","nevada-las-vegas",FALSE
"22054","13","2006","MWC","17","13",".567","7.51","4.51","69.5","66.5","","","","","Lon Kruger (17-13)","nevada-las-vegas",FALSE
"22055","14","2005","MWC","17","14",".548","6.11","5.61","73.3","72.4","","","","","Lon Kruger (17-14)","nevada-las-vegas",FALSE
"22056","15","2004","MWC","18","13",".581","7.49","5.19","74.0","71.3","","","","","Charles Spoonhour (12-9), Jay Spoonhour (6-4)","nevada-las-vegas",FALSE
"22057","16","2003","MWC","21","11",".656","9.01","4.67","75.3","71.0","","","","","Charles Spoonhour (21-11)","nevada-las-vegas",FALSE
"22058","17","2002","MWC","21","11",".656","7.69","4.88","78.3","75.5","","","","","Charles Spoonhour (21-11)","nevada-las-vegas",FALSE
"22059","18","2001","MWC","16","13",".552","4.60","5.04","75.8","74.8","","","","","Bill Bayno (3-4), Max Good (13-9)","nevada-las-vegas",FALSE
"22060","19","2000","MWC","23","8",".742","9.74","2.52","82.2","75.0","","","","Lost First Round","Bill Bayno (23-8)","nevada-las-vegas",FALSE
"22061","20","1999","WAC","16","13",".552","8.77","4.52","74.6","68.9","","","","","Bill Bayno (16-13)","nevada-las-vegas",FALSE
"22062","21","1998","WAC","20","13",".606","7.40","5.31","69.5","66.6","","","","Lost First Round","Bill Bayno (20-13)","nevada-las-vegas",FALSE
"22063","22","1997","WAC","22","10",".688","7.73","3.45","73.1","68.8","","","","","Bill Bayno (22-10)","nevada-las-vegas",FALSE
"22064","23","1996","Big West","10","16",".385","-2.34","-0.50","67.0","68.9","","","","","Bill Bayno (10-16)","nevada-las-vegas",FALSE
"22065","24","1995","Big West","12","16",".429","0.72","2.57","76.7","78.5","","","","","Cleveland Edwards (5-9), Howie Landa (5-2), Tim Grgurich (2-5)","nevada-las-vegas",FALSE
"22066","25","1994","Big West","15","13",".536","0.87","0.46","77.9","76.3","","","","","Rollie Massimino (15-13)","nevada-las-vegas",FALSE
"22067","26","1993","Big West","21","8",".724","11.17","3.07","89.4","81.3","22","10","25","","Rollie Massimino (21-8)","nevada-las-vegas",FALSE
"22068","27","1992","Big West","26","2",".929","18.19","3.71","80.0","65.0","","6","7","","Jerry Tarkanian (26-2)","nevada-las-vegas",FALSE
"22069","28","1991","Big West","34","1",".971","31.11","4.34","97.7","71.0","1","1","1","Lost National Semifinal","Jerry Tarkanian (34-1)","nevada-las-vegas",FALSE
"22070","29","1990","Big West","35","5",".875","24.45","9.43","93.5","78.5","1","1","2","Won National Final","Jerry Tarkanian (35-5)","nevada-las-vegas",FALSE
"22071","30","1989","Big West","29","8",".784","17.42","6.66","85.3","74.5","10","8","15","Lost Regional Final","Jerry Tarkanian (29-8)","nevada-las-vegas",FALSE
"22072","31","1988","PCAA","28","6",".824","17.22","5.64","84.3","68.2","","2","12","Lost Second Round","Jerry Tarkanian (28-6)","nevada-las-vegas",FALSE
"22073","32","1987","PCAA","37","2",".949","23.12","6.09","92.6","75.5","5","1","1","Lost National Semifinal","Jerry Tarkanian (37-2)","nevada-las-vegas",FALSE
"22074","33","1986","PCAA","33","5",".868","14.79","4.34","76.0","66.8","18","6","11","Lost Regional Semifinal","Jerry Tarkanian (33-5)","nevada-las-vegas",FALSE
"22075","34","1985","PCAA","28","4",".875","9.71","0.18","80.5","70.4","11","9","9","Lost Second Round","Jerry Tarkanian (28-4)","nevada-las-vegas",FALSE
"22076","35","1984","PCAA","29","6",".829","16.06","3.85","82.1","68.7","","4","13","Lost Regional Semifinal","Jerry Tarkanian (29-6)","nevada-las-vegas",FALSE
"22077","36","1983","PCAA","28","3",".903","12.90","3.28","77.2","67.4","20","1","6","Lost Second Round","Jerry Tarkanian (28-3)","nevada-las-vegas",FALSE
"22078","37","1982","Ind","20","10",".667","10.95","4.19","75.3","68.4","","15","","","Jerry Tarkanian (20-10)","nevada-las-vegas",FALSE
"22079","38","1981","Ind","16","12",".571","7.57","5.43","79.6","77.5","","","","","Jerry Tarkanian (16-12)","nevada-las-vegas",FALSE
"22080","39","1980","Ind","23","9",".719","6.52","1.30","79.2","73.8","","","","","Jerry Tarkanian (23-9)","nevada-las-vegas",FALSE
"22081","40","1979","Ind","21","8",".724","10.75","3.35","93.1","84.8","20","14","","","Jerry Tarkanian (21-8)","nevada-las-vegas",FALSE
"22082","41","1978","Ind","20","8",".714","3.49","1.34","88.3","85.9","8","8","","","Jerry Tarkanian (20-8)","nevada-las-vegas",FALSE
"22083","42","1977","Ind","29","3",".906","19.61","1.31","107.1","87.7","7","4","4","Lost National Semifinal","Jerry Tarkanian (29-3)","nevada-las-vegas",FALSE
"22084","43","1976","Ind","29","2",".935","19.26","1.45","110.5","89.0","","3","3","Lost Regional Semifinal","Jerry Tarkanian (29-2)","nevada-las-vegas",FALSE
"22085","44","1975","WCAC","24","5",".828","11.34","0.94","91.1","79.9","","16","17","Lost Regional Semifinal","Jerry Tarkanian (24-5)","nevada-las-vegas",FALSE
"22086","45","1974","WCAC","20","6",".769","7.90","0.50","77.8","68.8","19","15","","","Jerry Tarkanian (20-6)","nevada-las-vegas",FALSE
"22087","46","1973","WCAC","13","15",".464","-2.28","0.91","79.8","82.1","","","","","John Bayer (13-15)","nevada-las-vegas",FALSE
"22088","47","1972","WCAC","14","12",".538","-1.09","-2.59","85.6","84.2","","","","","John Bayer (14-12)","nevada-las-vegas",FALSE
"22089","48","1971","WCAC","16","10",".615","0.34","-3.43","81.5","77.3","","","","","John Bayer (16-10)","nevada-las-vegas",FALSE
"22090","49","1970","WCAC","17","9",".654","-2.82","-2.26","90.7","89.7","","","","","Rolland Todd (17-9)","nevada-las-vegas",FALSE
"22091","1","2018","Big East","16","3",".842","19.69","7.75","84.9","72.9","17","5","","","Chris Mack (16-3)","xavier",FALSE
"22092","2","2017","Big East","24","14",".632","14.80","11.51","74.6","71.3","7","7","","Lost Regional Final","Chris Mack (24-14)","xavier",FALSE
"22093","3","2016","Big East","28","6",".824","18.58","8.43","80.5","70.4","","5","9","Lost Second Round","Chris Mack (28-6)","xavier",FALSE
"22094","4","2015","Big East","23","14",".622","15.42","9.48","73.3","67.4","","","","Lost Regional Semifinal","Chris Mack (23-14)","xavier",FALSE
"22095","5","2014","Big East","21","13",".618","11.84","8.14","71.8","68.1","","","","Lost First Round","Chris Mack (21-13)","xavier",FALSE
"22096","6","2013","A-10","17","14",".548","7.70","4.96","65.2","62.5","","","","","Chris Mack (17-14)","xavier",FALSE
"22097","7","2012","A-10","23","13",".639","9.59","6.22","70.6","67.3","14","8","","Lost Regional Semifinal","Chris Mack (23-13)","xavier",FALSE
"22098","8","2011","A-10","24","8",".750","11.88","4.41","72.1","64.6","","18","20","Lost Second Round","Chris Mack (24-8)","xavier",FALSE
"22099","9","2010","A-10","26","9",".743","16.23","5.94","79.8","69.5","","24","25","Lost Regional Semifinal","Chris Mack (26-9)","xavier",FALSE
"22100","10","2009","A-10","27","8",".771","14.45","4.65","71.7","61.9","","7","20","Lost Regional Semifinal","Sean Miller (27-8)","xavier",FALSE
"22101","11","2008","A-10","30","7",".811","17.17","5.47","75.1","63.4","","8","12","Lost Regional Final","Sean Miller (30-7)","xavier",FALSE
"22102","12","2007","A-10","25","9",".735","14.18","3.39","76.3","65.5","","24","","Lost Second Round","Sean Miller (25-9)","xavier",FALSE
"22103","13","2006","A-10","21","11",".656","10.11","1.99","71.6","63.4","","","","Lost First Round","Sean Miller (21-11)","xavier",FALSE
"22104","14","2005","A-10","17","12",".586","6.96","1.90","70.1","65.0","","","","","Sean Miller (17-12)","xavier",FALSE
"22105","15","2004","A-10","26","11",".703","13.84","5.84","71.2","63.2","","","","Lost Regional Final","Thad Matta (26-11)","xavier",FALSE
"22106","16","2003","A-10","26","6",".813","16.08","4.61","77.6","66.1","10","10","12","Lost Second Round","Thad Matta (26-6)","xavier",FALSE
"22107","17","2002","A-10","26","6",".813","13.90","4.09","72.4","62.6","","22","22","Lost Second Round","Thad Matta (26-6)","xavier",FALSE
"22108","18","2001","A-10","21","8",".724","12.14","4.59","73.4","65.9","","24","","Lost First Round","Skip Prosser (21-8)","xavier",FALSE
"22109","19","2000","A-10","21","12",".636","9.36","3.42","75.2","69.2","","","","","Skip Prosser (21-12)","xavier",FALSE
"22110","20","1999","A-10","25","11",".694","12.95","3.89","77.3","68.3","17","13","","","Skip Prosser (25-11)","xavier",FALSE
"22111","21","1998","A-10","22","8",".733","19.46","4.76","83.5","68.8","10","7","23","Lost First Round","Skip Prosser (22-8)","xavier",FALSE
"22112","22","1997","A-10","23","6",".793","16.14","5.28","83.2","72.3","","11","13","Lost Second Round","Skip Prosser (23-6)","xavier",FALSE
"22113","23","1996","A-10","13","15",".464","3.24","2.24","75.4","74.4","","","","","Skip Prosser (13-15)","xavier",FALSE
"22114","24","1995","MW Coll","23","5",".821","10.45","-0.89","83.9","71.9","","25","","Lost First Round","Skip Prosser (23-5)","xavier",FALSE
"22115","25","1994","MW Coll","22","8",".733","9.35","0.87","79.7","69.9","","22","","","Pete Gillen (22-8)","xavier",FALSE
"22116","26","1993","MW Coll","24","6",".800","10.89","2.75","74.3","65.1","","18","","Lost Second Round","Pete Gillen (24-6)","xavier",FALSE
"22117","27","1992","MW Coll","15","12",".556","5.86","2.30","78.3","75.4","","","","","Pete Gillen (15-12)","xavier",FALSE
"22118","28","1991","MW Coll","22","10",".688","4.50","-1.53","81.0","75.0","","","","Lost Second Round","Pete Gillen (22-10)","xavier",FALSE
"22119","29","1990","MW Coll","28","5",".848","13.48","3.83","84.2","73.0","","19","25","Lost Regional Semifinal","Pete Gillen (28-5)","xavier",FALSE
"22120","30","1989","MW Coll","21","12",".636","5.77","2.52","82.8","78.1","","","","Lost First Round","Pete Gillen (21-12)","xavier",FALSE
"22121","31","1988","MW Coll","26","4",".867","9.84","-4.20","94.7","79.5","","18","18","Lost First Round","Pete Gillen (26-4)","xavier",FALSE
"22122","32","1987","MW Coll","19","13",".594","1.76","-0.17","79.0","74.3","","","","Lost Second Round","Pete Gillen (19-13)","xavier",FALSE
"22123","33","1986","MW Coll","25","5",".833","8.45","1.05","79.0","70.0","","","","Lost First Round","Pete Gillen (25-5)","xavier",FALSE
"22124","34","1985","MW City","16","13",".552","4.19","2.62","71.9","69.6","","","","","Bob Staak (16-13)","xavier",FALSE
